Paper,Ref,Serum/Plasma,#Subjects,Healthy/Unhealthy,Fasted/Fed,Analysis Technique,Units,CA,CDCA,DCA,UDCA,LCA,G-CA,G-CDCA,G-DCA,G-UDCA,G-LCA,T-CA,T-CDCA,T-DCA,T-UDCA,T-LCA,totalCA,totalCDCA,totalDCA,totalUDCA,totalLCA,Conjugated:Unconjugated,2nd:1st,Disease,Biliary/Hepato,Liver/Non-liver,NAFLD/NASH/Cirrhosis,Metabolic/HCC/Cholestatsis,Males,Females,Average Age,Extraction,Starting Volume,Protein Precipitation,Evaporation Technique,Reconstitution Solvent,Extraction Method,Derivitisation,Exact Analysis Technique,Publication Year,Value Type,Total Bilirubin (mg/dL),NOTES
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.47,1.58,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 30 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.51,1.73,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 45 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.56,1.88,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 60 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.66,2.29,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 75 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.77,2.64,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 90 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.69,2.41,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 105 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.62,2.04,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 120 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.6,1.86,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 135 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,10,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.57,1.69,,,,,,,,Healthy,Normal,Normal,4,6,33,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 150 mins after meal; Healthy Control
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,7,Unhealthy,Fasted,GC-MS,uM,,,,,,,,,,,,,,,,0.62,1.25,,,,,,Ileal Resection,,Non-Liver,,,3,4,35,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; Fasting; Ileal resectioned patients
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,7,Unhealthy,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.92,1.75,,,,,,Ileal Resection,,Non-Liver,,,3,4,35,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 30 mins after meal; Ileal resectioned patients
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,7,Unhealthy,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.58,1.62,,,,,,Ileal Resection,,Non-Liver,,,3,4,35,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 60 mins after meal; Ileal resectioned patients
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,7,Unhealthy,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.67,1.93,,,,,,Ileal Resection,,Non-Liver,,,3,4,35,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 90 mins after meal; Ileal resectioned patients
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,7,Unhealthy,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.67,1.95,,,,,,Ileal Resection,,Non-Liver,,,3,4,35,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 120 mins after meal; Ileal resectioned patients
Postprandial serum concentration of individual bile acids in man. Influence of ileal resection.,https://doi.org/10.3109/00365528209181093,Serum,7,Unhealthy,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.61,1.72,,,,,,Ileal Resection,,Non-Liver,,,3,4,35,1ml serum. Hydrolysis with 1M KOH at 110deg for 12h. Alkaline solution ectracted 3 times with ethyl ether. BAs extracted from acidified water phase with ethyl ether. Methylated with diazomethane and converted into trimethylsilyl ether. LKB 9000 Instrument and 1.5% SE-30 column,1000,,,,,,GC-MS,1982,Arithmetic Mean,,GC-MS: Mean; 150 mins after meal; Ileal resectioned patients
Prediagnostic alterations in circulating bile acid profiles in the development of hepatocellular carcinoma,https://doi.org/10.1002/ijc.33885,Plasma,233,Unhealthy,Both,LC-MS,nM,116.8,262.2,308.3,35.5,,496.7,1687.5,315.7,147.3,27.8,246.7,63.7,2.8,14,,860.2,2013.4,626.8,196.8,27.8,4.153569452,0.296283408,Hepatocellular Carcinoma,,Liver,HCC,HCC,153,80,59.1,50ul plasma. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,LC-MS/MS,2021,Arithmetic Mean,0.63,LC-MS/MS: Mean; Hepatocellular Carcinoma (includes patients with Hep B/C)
Prediagnostic alterations in circulating bile acid profiles in the development of hepatocellular carcinoma,https://doi.org/10.1002/ijc.33885,Plasma,233,Both,Both,LC-MS,nM,75.4,161.1,256.6,23,,173.6,804,194.7,74.3,17.4,65.7,24.4,1.2,3.9,,314.7,989.5,452.5,101.2,,2.63359814,0.437892961,,,Healthy,Normal,Normal,153,80,59.1,50ul plasma. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,LC-MS/MS,2021,Arithmetic Mean,0.5,LC-MS/MS: Mean; Non hepatoceullar carcinoma matched control but (includes patients with Hep B/C)
Prediagnostic Concentrations of Circulating Bile Acids and Hepatocellular Carcinoma Risk: REVEAL-HBV and HCV Studies,https://doi.org/10.1002/ijc.33051,Serum,185,Unhealthy,Unknown,LC-MS,nM,214.71,372.02,163.8,72.65,9.12,866.53,1804.57,364.77,205.02,10.73,271.44,617.91,96.37,25.2,7.2,1352.68,2794.5,624.94,302.87,27.05,5.130049261,0.230243201,Hepatocellular Carcinoma,,Liver,HCC,HCC,150,35,51.3,,,,,,,,LC-MS/MS,2020,Arithmetic Mean,,LC-MS/MS: Mean; HBV Positive with HCC (some patients with cirrhosis at baseline)
Prediagnostic Concentrations of Circulating Bile Acids and Hepatocellular Carcinoma Risk: REVEAL-HBV and HCV Studies,https://doi.org/10.1002/ijc.33051,Serum,96,Unhealthy,Unknown,LC-MS,nM,221.28,347.43,179.49,69.9,12.27,800.21,1396.41,292.83,152.53,14.96,357.58,458.4,82.58,20.39,7.46,1379.07,2202.24,554.9,242.82,34.69,4.31536544,0.232431708,Hepatocellular Carcinoma,,Liver,HCC,HCC,56,40,54.4,,,,,,,,LC-MS/MS,2020,Arithmetic Mean,,LC-MS/MS: Mean; HCV Positive with HCC (some patients with cirrhosis at baseline)
Prediagnostic Concentrations of Circulating Bile Acids and Hepatocellular Carcinoma Risk: REVEAL-HBV and HCV Studies,https://doi.org/10.1002/ijc.33051,Serum,161,Unhealthy,Unknown,LC-MS,nM,150.84,319.62,195.43,68.73,8.92,429.73,1052.47,313.82,144.4,13.17,111.08,239.4,76.09,14.13,7,691.65,1611.49,585.34,227.26,29.09,3.229537079,0.365453251,Hep B,,Liver,,,130,31,50.7,,,,,,,,LC-MS/MS,2020,Arithmetic Mean,,LC-MS/MS: Mean; HBV Positive  Controls 
Prediagnostic Concentrations of Circulating Bile Acids and Hepatocellular Carcinoma Risk: REVEAL-HBV and HCV Studies,https://doi.org/10.1002/ijc.33051,Serum,96,Unhealthy,Unknown,LC-MS,nM,202.01,346.06,178.53,86.35,9.93,232.18,727.37,173.39,138.94,10.3,89.4,191.06,54.26,16.47,7.21,523.59,1264.49,406.18,241.76,27.44,1.993705036,0.377712407,Hep C,,Liver,,,56,40,54.5,,,,,,,,LC-MS/MS,2020,Arithmetic Mean,,LC-MS/MS: Mean; HCV Positive Controls (some patients with cirrhosis at baseline)
Prediagnostic Plasma Bile Acid Levels and Colon Cancer Risk: A Prospective Study,https://doi.org/10.1093/jnci/djz166,Plasma,569,Unknown,Both,LC-MS,nM,76.5,150.4,217.5,23.1,,94.9,462.9,107.2,59.1,10.1,12.9,45,14.5,2.5,,184.3,658.3,339.2,84.7,,1.730695187,0.515072395,,,,,,213,356,57.5,50ul spiked with IS. Proteins precipitated. Samples dried and reconstituted in 50ul MeOH:H2O 50:50.,50,Methanol,Vacuum,Methanol:H2O,,,UPLC-MRM-MS,2019,Median,,UPLC-MRM-MS: Median; Matched Control (Unknown EHC diseases)
Prediagnostic Plasma Bile Acid Levels and Colon Cancer Risk: A Prospective Study,https://doi.org/10.1093/jnci/djz166,Plasma,569,Unhealthy,Both,LC-MS,nM,91.7,164.3,239.3,22.9,,119.8,496.8,125.3,55.5,9.6,15,50.5,17,2.5,,226.5,711.6,381.6,80.9,,1.721343111,0.503251253,Primary Colon Cancer,,Non-Liver,,,213,356,57.5,50ul spiked with IS. Proteins precipitated. Samples dried and reconstituted in 50ul MeOH:H2O 50:50.,50,Methanol,Vacuum,Methanol:H2O,,,UPLC-MRM-MS,2019,Median,,UPLC-MRM-MS: Median; Primary Colon Cancer
Primary bile acids as potential biomarkers for the clinical grading of intrahepatic cholestasis of pregnancy,https://doi.org/10.1016/j.ijgo.2013.02.015,Serum,33,Unhealthy,Fed,LC-MS,uM,0.82,0.19,0.37,0.12,0.06,16.95,7.12,2.07,,0.12,24.25,3.01,1.3,0.19,0.09,42.02,10.32,3.74,0.31,0.27,35.32051282,0.082537256,Severe Intrahepatic Cholestasis,,Liver,Cholestasis,Cholestasis,0,33,29.4,300ul serum mixed with 1ml 0.05% formic acid. Loaded onto reversed-phase extraction cartridges conditioned with 1ml MeOH and 1ml 0.05% formic acid. Cartridges washed with 1ml 0.05% formic acid and 1ml 45% MeOH. BAs eluted from cartridge with 1.5ml MeOH and dried under N2 at 60degs. Reconstitute in in 100ul 20% methanol 0.01% formic acid with ultrasonication.,300,Formic Acid,N2,,SPE,,HPLC-MS/MS,2013,Arithmetic Mean,,HPLC-MS/MS: Mean; Severe intrahepatic cholestasis of pregnancy; 7 patients with TBIL or DBIL>1.46mg/dl
Primary bile acids as potential biomarkers for the clinical grading of intrahepatic cholestasis of pregnancy,https://doi.org/10.1016/j.ijgo.2013.02.015,Serum,28,Unhealthy,Fed,LC-MS,uM,0.37,0.25,0.52,0.14,0.06,4.05,3.02,2,,0.12,3.33,1.05,0.32,0.14,0.1,7.75,4.32,2.84,0.28,0.28,10.54477612,0.281690141,Mild Intrahepatic Cholestasis,,Liver,Cholestasis,Cholestasis,0,28,27.9,300ul serum mixed with 1ml 0.05% formic acid. Loaded onto reversed-phase extraction cartridges conditioned with 1ml MeOH and 1ml 0.05% formic acid. Cartridges washed with 1ml 0.05% formic acid and 1ml 45% MeOH. BAs eluted from cartridge with 1.5ml MeOH and dried under N2 at 60degs. Reconstitute in in 100ul 20% methanol 0.01% formic acid with ultrasonication.,300,Formic Acid,N2,,SPE,,HPLC-MS/MS,2013,Arithmetic Mean,,HPLC-MS/MS: Mean; Mild intrahepatic cholestasis of pregnancy; No patients with TBIL or DBIL>1.46mg/dl
Primary bile acids as potential biomarkers for the clinical grading of intrahepatic cholestasis of pregnancy,https://doi.org/10.1016/j.ijgo.2013.02.015,Serum,35,Normal,Fasted,LC-MS,uM,0.35,0.47,0.5,0.19,0.06,1.47,1.61,0.92,,0.12,0.44,0.97,0.11,0.11,0.12,2.26,3.05,1.53,0.3,0.3,3.738853503,0.401129944,,,Healthy,Normal,Normal,0,35,28.7,300ul serum mixed with 1ml 0.05% formic acid. Loaded onto reversed-phase extraction cartridges conditioned with 1ml MeOH and 1ml 0.05% formic acid. Cartridges washed with 1ml 0.05% formic acid and 1ml 45% MeOH. BAs eluted from cartridge with 1.5ml MeOH and dried under N2 at 60degs. Reconstitute in in 100ul 20% methanol 0.01% formic acid with ultrasonication.,300,Formic Acid,N2,,SPE,,HPLC-MS/MS,2013,Arithmetic Mean,,HPLC-MS/MS: Mean; Normal Pregnancy; No patients with TBIL>1.46mg/dl
Profiling Circulating and Urinary Bile Acids in Patients with Biliary Obstruction before and after Biliary Stenting,https://doi.org/10.1371/journal.pone.0022094,Serum,17,Unhealthy,Fasted,LC-MS,nM,173.3,84.4,20.7,20.3,1.5,56222.3,28534.5,417.6,,10.5,54486.9,16577.8,213.4,74.9,11.6,110882.5,45196.7,651.7,,23.6,521.4840107,0.004936596,Biliary Stenosis,,Liver,Cholestasis,Cholestasis,8,9,64,100ul serum. 2ml 0.1% formic acid and 30ul internal standard. SPE columns condtioned with 1ml MeOH and 2ml 0.1% formic acid. Column washed with H2O and H2O:MeOH containing 0.1% formic acid. BAs eluted with 2ml MeOH. Evaporated at 45deg under N2 and recons,100,Formic Acid,N2,Methanol:H2O;Ammonium Acetate;Formic Acid,SPE,,HPLC-MS/MS,2011,Arithmetic Mean,1.6,HPLC-MS/MS: Mean; Post-stenting
Profiling Circulating and Urinary Bile Acids in Patients with Biliary Obstruction before and after Biliary Stenting,https://doi.org/10.1371/journal.pone.0022094,Serum,17,Unhealthy,Fasted,LC-MS,nM,86.6,236.2,254.4,1085.6,26.3,460.4,1986.8,225.9,,46.7,302.6,286.7,43.2,97.6,13.8,849.6,2509.7,523.5,,86.8,2.050618673,0.533890989,Biliary Stenosis,,Liver,Cholestasis,Cholestasis,8,9,64,100ul serum. 2ml 0.1% formic acid and 30ul internal standard. SPE columns condtioned with 1ml MeOH and 2ml 0.1% formic acid. Column washed with H2O and H2O:MeOH containing 0.1% formic acid. BAs eluted with 2ml MeOH. Evaporated at 45deg under N2 and recons,100,Formic Acid,N2,Methanol:H2O;Ammonium Acetate;Formic Acid,SPE,,HPLC-MS/MS,2011,Arithmetic Mean,15.06,HPLC-MS/MS: Mean; Pre-stenting
Profiling Circulating and Urinary Bile Acids in Patients with Biliary Obstruction before and after Biliary Stenting,https://doi.org/10.1371/journal.pone.0022094,Serum,40,Normal,Fasted,LC-MS,nM,181.5,256.8,386.7,137.6,12.8,233,771.5,246.2,,16.3,179.7,120.2,44.9,5,23.4,594.2,1148.5,677.8,,52.5,1.681566537,0.500889424,,,Healthy,Normal,Normal,20,20,,100ul serum. 2ml 0.1% formic acid and 30ul internal standard. SPE columns condtioned with 1ml MeOH and 2ml 0.1% formic acid. Column washed with H2O and H2O:MeOH containing 0.1% formic acid. BAs eluted with 2ml MeOH. Evaporated at 45deg under N2 and recons,100,Formic Acid,N2,Methanol:H2O;Ammonium Acetate;Formic Acid,SPE,,HPLC-MS/MS,2011,Arithmetic Mean,0.54,HPLC-MS/MS: Mean; Non-cholestatic patients
Profiling of Serum Bile Acids in a Healthy Chinese Population Using UPLC–MS/MS,https://doi.org/10.1021/pr500920q,Serum,138,Normal,Fasted,LC-MS,ng/ml,32.66,84.36,69.7,29.26,2.87,72.83,203,54.06,14.79,2.85,10.41,15.82,9.45,1.83,1.82,115.9,303.18,133.21,45.88,7.54,1.767694768,0.445332633,,,Healthy,Normal,Normal,0,138,,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-MS/MS,2015,Arithmetic Mean,,UPLC-MS/MS: Mean; Healthy females
Profiling of Serum Bile Acids in a Healthy Chinese Population Using UPLC–MS/MS,https://doi.org/10.1021/pr500920q,Serum,364,Normal,Fasted,LC-MS,ng/ml,50.82,143.48,61.54,41.85,2.64,81.73,281.33,42.97,23.49,1.71,7.65,18.47,6.8,2.05,1.61,140.2,443.28,111.31,67.39,5.96,1.557653248,0.316480428,,,Healthy,Normal,Normal,364,0,,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-MS/MS,2015,Arithmetic Mean,,UPLC-MS/MS: Mean; Healthy males
Quantitation of serum bile acids by isotope dilution with 13C labelled homologs.,https://doi.org/10.1016/0009-8981(87)90231-2,Serum,15,Normal,Fasted,GC-MS,uM,,,,,,,,,,,,,,,,0.49,0.98,1.07,,,,,,,Healthy,Normal,Normal,7,8,,Reversed phase octadecylsilane bonded silica cartridges; solvolysed; hydrolysed enzymatically; reextracted on Lipidex 100 and derivatised to methyl ester TMS ether derivatives. Separated on fused silica capillary GLC column coated with OV-1701 and introduced to Finnigan 4000 MS,,,,,,,GC-MS,1987,Arithmetic Mean,,GC-MS: Mean; Healthy; Fasted
Quantitation of serum bile acids by isotope dilution with 13C labelled homologs.,https://doi.org/10.1016/0009-8981(87)90231-2,Serum,15,Normal,Fed,GC-MS,uM,,,,,,,,,,,,,,,,0.81,2.42,1.66,,,,,,,Healthy,Normal,Normal,7,8,,Reversed phase octadecylsilane bonded silica cartridges; solvolysed; hydrolysed enzymatically; reextracted on Lipidex 100 and derivatised to methyl ester TMS ether derivatives. Separated on fused silica capillary GLC column coated with OV-1701 and introduced to Finnigan 4000 MS,,,,,,,GC-MS,1987,Arithmetic Mean,,GC-MS: Mean; Healthy; Fed (2h after standard meal)
Quantitative Analysis of Bile Acids in Human Plasma by Liquid Chromatography-Electrospray Tandem Mass Spectrometry: A Simple and Rapid One-Step Method,https://doi.org/10.1515/CCLM.2003.247,Plasma,7,Unhealthy,Unknown,LC-MS,uM,1.161,0.771,0.14,0.343,0.021,31.971,17.714,1.963,,0.18,14.443,5.968,0.576,1.614,0.031,47.575,24.453,2.679,,0.232,30.56650246,0.067584828,Cholestatic Hepatobiliary Disease,,Liver,Cholestasis,Cholestasis,,,,250ul plasma mixed with 800ul acetonitrile. Vortex and centrifuge. SN blown to dryness with N2. Reconstituted in 125ul methanol and 125ul water.,250,Acetonitrile,N2,Methanol:H2O,,,LC-MS/MS,2011,Arithmetic Mean,,LC-MS/MS: Mean; Cholestatic
Quantitative Analysis of Bile Acids in Human Plasma by Liquid Chromatography-Electrospray Tandem Mass Spectrometry: A Simple and Rapid One-Step Method,https://doi.org/10.1515/CCLM.2003.247,Plasma,10,Normal,Unknown,LC-MS,uM,0.111,0.2,0.129,0.118,0.01,0.232,0.696,0.083,,0.006,0.07,0.228,0.019,0.008,0.0006,0.413,1.124,0.231,,0.0166,2.363732394,0.243070917,,,Healthy,Normal,Normal,,,,250ul plasma mixed with 800ul acetonitrile. Vortex and centrifuge. SN blown to dryness with N2. Reconstituted in 125ul methanol and 125ul water.,250,Acetonitrile,N2,Methanol:H2O,,,LC-MS/MS,2011,Arithmetic Mean,,LC-MS/MS: Mean; clinical controls
Quantitative bile acid profiling by liquid chromatography quadrupole time-of-flight mass spectrometry: monitoring hepatitis B therapy by a novel Na+ -taurocholate cotransporting polypeptide inhibitor,https://doi.org/10.1007/s00216-015-8853-5,Plasma,10,Normal,Fed,LC-MS,nM,220,224,284,138,<LOQ,315,1321,435,204,78,49,144,61,15,24,584,1689,780,357,102,3.055427252,0.545094589,,,Healthy,Normal,Normal,5,5,33.5,50ul plasma. Add 210ul ice-cold MeOH and 20ul MeOH/H2O 1:1 with IS to reach 300nM concentration. Vortex. Incubate 20mins at -20degs. Centrifuge. Evaporate SN under N2 at 40degs. Reconstitute in 100ul 12 mM ammonium acetate in water and centrifuge.,50,Methanol,N2,Ammonium Acetate:Water,,,UPLC-MS,2015,Arithmetic Mean,,UPLC-MS: Mean; Healthy; Plasma
Quantitative bile acid profiling by liquid chromatography quadrupole time-of-flight mass spectrometry: monitoring hepatitis B therapy by a novel Na+ -taurocholate cotransporting polypeptide inhibitor,https://doi.org/10.1007/s00216-015-8853-5,Serum,9,Normal,Fed,LC-MS,nM,283,227,304,55,<LOQ,270,871,425,133,21,132,198,113,11,12,685,1296,842,199,33,2.515535098,0.542150429,,,Healthy,Normal,Normal,4,5,37.5,50ul plasma. Add 210ul ice-cold MeOH and 20ul MeOH/H2O 1:1 with IS to reach 300nM concentration. Vortex. Incubate 20mins at -20degs. Centrifuge. Evaporate SN under N2 at 40degs. Reconstitute in 100ul 12 mM ammonium acetate in water and centrifuge.,50,Methanol,N2,Ammonium Acetate:Water,,,UPLC-MS,2015,Arithmetic Mean,,UPLC-MS; Mean; Healthy; Serum
Ratio of Conjugated Chenodeoxycholic to Muricholic Acids is Associated with Severity of Nonalcoholic Steatohepatitis,https://doi.org/10.1002/oby.22627,Serum,48,Unhealthy,Fasted,LC-MS,nM,15.91,61.23,28.61,15.88,0.29,61.48,224.11,17.82,34.75,0.35,10.09,24.4,3.43,15.88,0.5,87.48,309.74,49.86,66.51,1.14,3.221866798,0.295831026,NASH,,Liver,NASH,Metabolic,30,18,41.17,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-TQMS,2019,Arithmetic Mean,0.9,UPLC-TQMS: Mean; NASH (Validation Cohort); NAS >4
Ratio of Conjugated Chenodeoxycholic to Muricholic Acids is Associated with Severity of Nonalcoholic Steatohepatitis,https://doi.org/10.1002/oby.22627,Serum,48,Unhealthy,Fasted,LC-MS,nM,23.67,138.99,46.22,28.78,0.48,81.52,288.82,39.25,56.38,1.37,11.81,35.29,7.96,2.13,0,117,463.1,93.43,87.29,1.85,2.202611909,0.3147216,NASH,,Liver,NASH,Metabolic,30,18,41.17,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-TQMS,2019,Arithmetic Mean,0.87,UPLC-TQMS: Mean; NASH (Training Cohort); NAS>4
